Stars,Titles,Reviews
2,Bad quality,"Strip broken in first day
Worst product i ever seen
Don't go on outer apperance"
2,poor quality,"Not worth for brand, it's look like local brand. More spacious but Very poor quality material."
2,Nothing,The packaging of the product is poor. And its can may have of duplicacy.
2,No water resistance,Water gets inside in heavy rain… books will get wet
2,No rain cover,Raincover not present
2,Not value for money,Poor quality
2,BAD PRODUCT,Not a good product you can go offline market .... Totally loss 😔
2,Poor Material and Quality,"1. The side carry pocket is all torn up in just a month.
2. The zip is not working right.
3. The bag is too flimsy. No padding support for a bag that big

Not worth it at all."
2,An ok ok bag,I thought that it was a polyester mater but after receiving it I knew that it was not polyester and all it was like a flex material a hard one . Frankly I didn't like it 😔
2,Not a good quality,Bag did not make it more than a year. My son used this it has ripped in several places
2,Not worth it Literally..,My precious bottle got slipped because there was no side straps for bottle protection and the bag quality is also not good. This will be easily available in 500/- from local Market
2,I think its not a Genuine one...,"I've using this brand since 2012. But at this time am not satisfied with this product quality. Totally the backpack looks cheap quality especially in stitching... After using 1 month some stitches were become damage and also the Print Quality is cheap one...
So please think once again before buying this Tourister Backpack"
2,Poor substandard quality,Very poor quality. Tore after a month of use. Looks duplicate. Doesn't seem authentic. Do not waste your money.
2,Ok product,Ok product
2,Average,Very average.. doesn't resist moisture in rainy season.
2,The front design is very cheap," I had ordered this bag on the name of American Tourister that it is very good and strong bag but the front design is very cheap,poor after a single wash the front design started to be very loose and stared coming out from from it and it is mentioned that it is water resistant,so i am telling you that it doesn't protect books and copies from a single glass of water.
I will you all the you want to buy this product, please do not this rubbish bag."
2,Fake product,The product is fake. Even the logo on side are just alphabet stickers which fell off just by itself
2,Very poor,"This amount is too much for this product
Very poor material"
2,Very poor quality,Very poor quality
2,Bad product,This print got cracked in just one month totally waste of money
2,Poor stitch,Total wastage of money
2,Waste of money quality is pathetic... You can such quality bag in 400,Colour mentioned in the pic is slightly different and not even that the quality of the bag is not upto the mark.. I mean if I'm paying 899 then atleast it should be durable for 6 month.... I would rather buy from local shop instead of wasting it on buying branded bag... In simple words naam bade darshan chote... It's been 3 day no one came for return pickup.
2,Average,Chain is not up to the mark
2,Quality not upto the mark,"Used as coaching bag....can't be used as school bag....not durable to carry heavy weight ( not more than 5 books )
Side bottle mess gets torn in first month
Totally unsatisfied"
2,Not water resistant,Water gets inside easily not worth iit
2,not that great & too costly.,not that great & too costly.
2,Very worst,Not good as per my expectations
2,Missing part of product,Missing rain cover in this product ..... very bad experience
2,Not good but ok,Not good ok
2,Nice,I like this bag.
2,Size Not As Expected,Size is Not As Expected. Zip is not Durable for Regular Use. Not Worthy for Money. Don't Buy For Daily Office Use.
2,Not value for money,Price is higher than quality
2,cheap quality,"low quality material, 400 product only"
2,Good,Good
2,Not that good,Quality
2,NOT BAD,I RECIEVED DAMAGED ITEM SO CHECK IT PROPERLY BEFORE USING
2,Not bad!!!,
2,Imprint Amrican tourister peeled off in 2 days,"The imprint of American tourister peeled off within 2 days. So if you are buying it for the look of it, it's not going to last you. My bag got wet in the rain, and the imprint came off .
The bag is good quality though apart from the bad quality of printing the name."
2,,क्वालिटी इस नोट गुड एंड अल्सो नो रिस्पॉन्स फ्रॉम अमेजन फॉर रिटर्न
2,Rain cover missing,"Like the product, but discounting the price company is avoiding accessories.. it is mentioned in the product that there is rain cover, but didn't recieve
Replaced the bag, still got the bag without rain cover.
Cheap tricks by company"
2,Worst,So I ordered this bag for the look but the white part of this bag is falling off and I don't like this bag it’s the worsttttt
2,Local quality,Worst quality this one is not original
2,Quality compromised,"Got this bag in the deal, after the daily use forna month, the cloth started loosening up and got transparent. I would suggest not ideal for monsoon, Trekking or the office"
2,Not upto the expectations,I want to return..but no one is coming for pick up the item...this is not expected from Amazon
2,damaged product,A damaged product was sent which have to return.
2,Quality issue,Quality issue
2,Worst packaging that too in this covid period,"Product is ok and light weight.
Worst package that too in covid situation and I have never seen such a kind of nude packaging where anyone in the middle can use and keep it inside again. 2 star is just for the okay quality and timely delivery."
2,"Material is thin, not worth buying","Though bag is spacious and good looking,however material is delicate."
2,Worst water resistance,"Don't carry laptop by any chance, it's just a worst thing that you can do...."
2,Not worth it,The quality was very bad
2,Bag looks nice but rain cover is missing,There is no rain bag cover but its mentioned in description returning process taking too long without information they r coming for collecting
2,Bad water resistace,Not at all properly water resistant. All my notes and books were drenched in water believing it's water resistance.
2,Doesn't match the value of brand,"As a brand of AT, i thought that it would give something which match the brand value. But it was a disappointment for me as the quality of the material used in this is very cheap. Even the cloth which is used in this as a partition for different section is also very thin. Personally I don't like this product."
2,Worst product,I returned the product
2,Quality veery poor,Not good quality
2,"Thin and light material, did not feel sturdy","Material seemed too thin and light to be a sturdy bag, which will haul heavy school books and notebooks. Was not confident that it will last long, so returned it."
