Stars,Titles,Reviews
1,There was no White colour Rain Cover in the Bag,There was no White colour Rain Cover in the Bag
1,Heavy,Got scratches easily
1,Not good,Loose stitches
2,Don't Buy,Product is Good But Packing Like Road Chap..
1,Charging dock is not working.,"Replaced twice then also issue isn’t solved, charging port isn’t working."
1,Bad construction..bad design on pu patch front,
1,Poor zipper quality,I never expected such a poor zipper quality.I used just twice and the zipper went for a toss!!
1,It has a very little space,The bag does not have adequate space. 3 books and 1 laptop can be carried
1,I got defeated piece,I have issues in my bag.....and I don't know how to replace :(
1,Small one,It's small 🤏and not worth for
3,BAG COLOUR,"i think that the marble type design is in white but the colour is grey. but this also looks good
but if it is in white the it looking soo aesthetic"
